Tên	Diện tích	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
Nhà riêng tại đường Đội Cấn	50 m²	11,3 tỷ	Đông - Nam	4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0349161	105.8253805	Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Căn hộ chung cư tại Golden Palace	128 m²	40 triệu/m²	Bắc	3 phòng	2 phòng		21.0119361877441	105.774993896484	Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại xã Đại Mạch	78,1 m²	Thỏa thuận					21.1231811189863	105.751112248998	Xã Đại Mạch, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Hữu Hưng	30 m²	3 tỷ	Bắc	3 phòng	3 phòng	Sổ đỏ/ Sổ hồng.	20.9956437	105.7456731	Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Trần Bình	40 m²	4,1 tỷ					21.0358609	105.7785371	Ngõ 58, Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Phú Diễn	35 m²	3,65 tỷ		3 phòng		Sổ đỏ/ Sổ hồng	21.0452512	105.7624855	Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Hào Nam	33 m²	4,25 tỷ	Đông - Nam	3 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0273364	105.8277878	Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại đường Trần Phú	80 m²	8,95 tỷ				Sổ đỏ	20.9747143	105.7854713	Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu biệt thự Thiên Đường Bảo Sơn	660 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.00174903869629	105.730712890625	Dự án Bảo Sơn Paradise, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Bát Khối	55 m²	3,7 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0249365	105.8849321	Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Le Grand Jardin Sài Đồng	116 m²	4,6 tỷ		3 phòng	2 phòng		21.0359783172607	105.906295776367	Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại La Casta Văn Phú	78 m²	3,4 tỷ	Đông - Bắc	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.963459014892578	105.76276397705078	Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Chùa Láng	35 m²	5 tỷ		3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.023229	105.8062465	Phố Chùa Láng, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại xã Yên Bài	1.612,8 m²	4,2 triệu/m²				Đã có sổ hồng			Xã Yên Bài, Ba Vì, Hà Nội	Ba Vì	Hà Nội
Bán đất tại thị trấn Chúc Sơn	168 m²	Thỏa thuận	Nam			Sổ đỏ/ Sổ hồng	20.9198574676493	105.708517919656	Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội	Chương Mỹ	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	43 m²	1,8 tỷ		2 phòng		Sổ đỏ/ Sổ hồng.	21.0088520050049	105.743919372559	Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Times Tower Lê Văn Lương	107,3 m²	4,45 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.002452850341797	105.80119323730469	Dự án Times Tower - HACC1 Complex Building, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Quang Trung	60 m²	4,89 tỷ		4 phòng	3 phòng	Sổ đỏ	20.9682142	105.7722739	Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Võ Chí Công	64 m²	12,5 tỷ				Sổ đỏ/ Sổ hồng	21.0597044	105.8045357	Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Căn hộ chung cư tại Xuân Mai Sparks Tower	160 m²	Thỏa thuận		4 phòng	3 phòng	Sổ hồng	20.984642028808594	105.77471923828125	Dự án Xuân Mai Sparks Tower, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Xuân Phương Tasco	90 m²	10 tỷ	Đông - Bắc	6 phòng	5 phòng	Sổ đỏ/ Sổ hồng.	21.025352478027344	105.74130249023438	Dự án Xuân Phương Tasco, Đường 70, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Hà Nội Center Point	87 m²	4,8 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.004818	105.80467	Hà Nội Center Point, 27, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	82 m²	10 tỷ		4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0002924	105.8280106	Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland	500 m²	80 tỷ		6 phòng	6 phòng	Sổ đỏ	20.9834575653076	105.78564453125	Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Ngụy Như Kon Tum	66 m²	15,9 tỷ		5 phòng	5 phòng	Sổ đỏ/ Sổ hồng	20.9991032	105.8009389	Ngõ 80, Phố Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại KĐT Tây Hồ Tây - Starlake Hà Nội	157 m²	75 tỷ				Sổ đỏ/ Sổ hồng	21.0596752166748	105.804077148438	Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán đất tại đường Thạch Bàn	40 m²	2,4 tỷ				Sổ đỏ/ Sổ hồng	21.0250451	105.9078847	Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	40 m²	4,35 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.046114	105.8013533	Gõ 234, Đường Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Loại bất động sản khác tại Florence Mỹ Đình	211,5 m²	50 triệu/m²					21.0307312011719	105.761329650879	Florence Mỹ Đình, 28, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phố Trần Đại Nghĩa	88 m²	17,9 tỷ					20.9974532	105.8460161	Phố Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại phường Dịch Vọng	60 m²	2,6 tỷ		2 phòng		Sổ Đỏ	21.036071320445	105.79414572387	Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Thái Hà	82 m²	28,8 tỷ				Sổ đỏ/ Sổ hồng	21.0150889	105.8201667	Phố Thái Hà, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Helios Tower 75 Tam Trinh	65 m²	3 tỷ	Đông	2 phòng	2 phòng	Đã có sổ.	20.994585037231445	105.86339569091797	Helios Tower 75 Tam Trinh, 75, Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Chung cư M3 - M4 Nguyễn Chí Thanh	120 m²	4,75 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.020200729370117	105.80887603759766	Dự án M3 - M4 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Cầu Đất	150 m²	25 tỷ				Đang chờ sổ	21.0251645	105.8610019	Đường Cầu Đất, Phường Chương Dương, Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
Nhà mặt phố tại đường Cửa Bắc	300 m²	133 tỷ				Sổ đỏ	21.0440486	105.8429834	Đường Cửa Bắc, Phường Trúc Bạch, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán đất tại xã Vân Nội	100 m²	2,7 tỷ					21.1457417665178	105.813313309934	Xóm Nhì, Xã Vân Nội, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại đường Phúc Lợi	103 m²	6,95 tỷ				Sổ đỏ/ Sổ hồng	21.0387726	105.9346688	Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes The Harmony	390 m²	Thỏa thuận	Tây - Bắc			Sổ đỏ/ Sổ hồng.	21.04736328125	105.905670166016	Dự án Vinhomes The Harmony, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	110 m²	4,55 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0083656311035	105.802909851074	Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Mỹ Đình Plaza	80 m²	3,2 tỷ	Tây - Nam	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.030839920043945	105.77579498291016	Dự án Mỹ Đình Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phố Hoàng Cầu	75 m²	31 tỷ		7 phòng	7 phòng	Sổ đỏ/ Sổ hồng	21.0164891	105.8227091	Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Rose Town	70,7 m²	2,99 tỷ		2 phòng	2 phòng		20.956588745117188	105.84488677978516	Rose Town, 79, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Five Star Kim Giang	73 m²	3,1 tỷ	Tây	2 phòng	2 phòng	Đã có sổ	20.9860000610352	105.812187194824	Dự án Five Star Kim Giang, 2 Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phố Vạn Phúc	220 m²	233 tỷ		55 phòng	56 phòng	Sổ đỏ/ Sổ hồng	21.033212	105.8169693	Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán đất tại đường Đa Sỹ	50 m²	5,7 tỷ				Sổ đỏ	20.9592584	105.7857359	Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội.	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Việt Hưng	242 m²	30,5 tỷ				Sổ đỏ/ Sổ hồng	21.0626907348633	105.908332824707	Dự án Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường La Tinh	54,8 m²	3,56 tỷ	Tây - Bắc			Sổ đỏ/ Sổ hồng	20.9704838	105.7204476	Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại phường Sài Đồng	50 m²	8,7 tỷ		4 phòng	6 phòng		21.0339022395685	105.915997890373	Phường Sài Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Kosmo Tây Hồ	118 m²	6,7 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.06853675842285	105.80276489257812	Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	105 m²	Thỏa thuận		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.006311416625977	105.80747985839844	Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Vinata Tower	113 m²	4,7 tỷ	Tây - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.996593	105.798935	Vinata Tower, 289, Đường Khuất Duy Tiến, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Hà Nội Center Point	72 m²	4,15 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0048179626465	105.804672241211	Dự án Hà Nội Center Point, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Bằng Liệt	60 m²	4 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng.	20.9660343	105.8222866	Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Nguyễn Văn Cừ	170 m²	70 tỷ	Đông - Nam			Sổ đỏ/ Sổ hồng	21.0438304	105.8723803	Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phố Gia Quất	39 m²	2,85 tỷ		2 phòng		Sổ đỏ	21.0528078	105.8760812	Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Trần Phú	32 m²	4,7 tỷ		3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9747143	105.7854713	Ngõ 140, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Phú Diễn	35 m²	4,8 tỷ					21.0452512	105.7624855	Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Làng Việt Kiều Châu Âu Euroland	192 m²	5,7 tỷ	Tây - Bắc	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.983457565307617	105.78564453125	Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại xã Hồng Dương	1.000 m²	6,5 triệu/m²				Đang chờ sổ	20.7957324048106	105.788624530848	Xã Hồng Dương, Thanh Oai, Hà Nội	Thanh Oai	Hà Nội
Nhà riêng tại đường Nguyễn Văn Linh	60 m²	4,15 tỷ	Đông - Nam	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0282276	105.9199083	Ngõ 68, Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Eco Green City	107 m²	Thỏa thuận	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.9842433929443	105.808448791504	Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà riêng tại đường Phú Đô	32 m²	5,3 tỷ		3 phòng	4 phòng	Sổ đỏ	21.0136368	105.7687504	Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Hoàng Ngọc Phách	70 m²	15 tỷ		5 phòng	5 phòng	Sổ đỏ/ Sổ hồng	21.0157884	105.8120464	Phố Hoàng Ngọc Phách, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Shophouse, nhà phố thương mại tại La Casta Văn Phú	72,5 m²	14,95 tỷ	Đông - Bắc	5 phòng	4 phòng	Sổ đỏ/ Sổ hồng.	20.963459014892578	105.76276397705078	Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại Bình Minh Garden	91,26 m²	3,31 tỷ	Tây - Nam	3 phòng	2 phòng	Hợp đồng mua bán	21.0690975189209	105.8880386352539	Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Khu đô thị Văn Khê	110 m²	3,2 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ	20.972412109375	105.761528015137	Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại xã Bắc Hồng	72 m²	24 triệu/m²	Nam			Sổ đỏ/ Sổ hồng	21.1779809987781	105.808279381007	Xã Bắc Hồng, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại phố Ngụy Như Kon Tum	51 m²	9,98 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9991032	105.8009389	Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại đường Đại lộ Thăng Long	68 m²	950 triệu				Sổ đỏ/ Sổ hồng	20.9904989	105.5567578	Đường Đại lộ Thăng Long, Xã Hạ Bằng, Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Nhà biệt thự, liền kề tại Tây Hồ Residence	200 m²	36 tỷ				Hợp đồng mua bán	21.0555438995361	105.805130004883	Dự án Tây Hồ Residence, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại Mon City	330 m²	135 tỷ	Nam	7 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.035120010375977	105.7674331665039	Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Quang Trung	40 m²	4,4 tỷ	Bắc	4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	20.9682142	105.7722739	Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại đường Đình Thôn	133 m²	20 tỷ				Sổ đỏ, sổ hồng.	21.0205747	105.7747311	Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường 422B	40 m²	5,8 tỷ	Tây - Bắc	4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0256631962934	105.699563232891	Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà mặt phố tại đường Lạc Long Quân	40 m²	17 tỷ		5 phòng	5 phòng	Sổ đỏ/ Sổ hồng	21.0610134	105.809127	Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Hồ Tùng Mậu	41 m²	6 tỷ		3 phòng	4 phòng	Sổ đỏ/ Sổ hồng.	21.0391804	105.7695502	Đường Hồ Tùng Mậu, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Khu đô thị Yên Hòa	96 m²	4,1 tỷ	Tây	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.01875877380371	105.7947769165039	Dự án Yên Hòa, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Ngô Sĩ Liên	25 m²	4,5 tỷ		3 phòng	3 phòng	Sổ đỏ vuông đẹp, sẵn sàng giao dịch.	21.0271818	105.8387111	Đường Ngô Sĩ Liên, Phường Văn Miếu, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại phường Phú Lương	62,5 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng.	20.9405835287675	105.769074642349	Phường Phú Lương, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại Skyline West Lake	83,3 m²	7,75 tỷ	Tây - Nam	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.085081100463867	105.81702423095703	Dự án Skyline West Lake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Shophouse, nhà phố thương mại tại Louis City	120 m²	27 tỷ	Tây - Bắc			Đã có sổ đỏ.	20.9980754852295	105.75171661377	Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Bán đất tại xã Xuân Nộn	64 m²	30 triệu/m²	Đông - Bắc						Xã Xuân Nộn, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Đông Thiên	40 m²	3,3 tỷ		3 phòng	4 phòng		20.9863974	105.878194	Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phố An Trạch	48,2 m²	260 triệu/m²	Đông - Nam	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0277144	105.8299819	Phố An Trạch, Phường Cát Linh, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Mỹ Đình Plaza	108 m²	3,8 tỷ	Tây - Bắc	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.03084	105.775795	Dự án Mỹ Đình Plaza, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Trương Định	30 m²	3,3 tỷ		3 phòng	3 phòng	Sổ hồng.	20.9842193	105.8460887	Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Kosmo Tây Hồ	87 m²	Thỏa thuận		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.06853675842285	105.80276489257812	Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	240 m²	24 tỷ					20.97924041748047	105.74178314208984	Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Shophouse, nhà phố thương mại tại Khu đô thị Hà Phong	144 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.150053024291992	105.75272369384766	Dự án Hà Phong, Xã Tiền Phong, Mê Linh, Hà Nội	Mê Linh	Hà Nội
Nhà riêng tại đường Cổ Linh	52 m²	6,6 tỷ				Sổ đỏ/ Sổ hồng	21.0242557	105.9024498	Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại A10-A14 Nam Trung Yên	95 m²	5 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.019056	105.78798	Dự án A10-A14 Nam Trung Yên, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
