Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon
Căn hộ chung cư tại Bea Sky	0.24589009268623746	3.35	3	2	2	20.9739685058594	105.82169342041
Căn hộ chung cư tại Handi Resco Lê Văn Lương	0.048481965665970836	3.8	2	2	2	21.003639221191406	105.802978515625
Nhà riêng tại đường Tân Mai	-0.8645306218027624	5.7	3	4	2	20.983687	105.848156
Nhà riêng tại đường Phố Trạm	0.3692701720739041	8.8	4	4	2	21.026428	105.8930876
Căn hộ chung cư tại Khai Sơn City	0.7887624419919708	3.8	3	2	1	21.0522689819336	105.8848114013672
Nhà mặt phố tại đường Nguyễn Sơn Hà	-0.4697143677622291	8.0	4	5	2	20.9709010009071	105.760045510639
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	1.3069587754201706	4.27	2	2	-1	21.0083656311035	105.802909851074
Nhà mặt phố tại đường Lê Trọng Tấn	1.257606743665104	21.0	5	4	2	20.9984197	105.8284458
Nhà riêng tại đường Xuân La	0.22121407680870414	16.3	6	5	2	21.0644876	105.8061035
Căn hộ chung cư tại Làng Việt Kiều Châu Âu Euroland	3.0342798868475036	5.5	4	3	2	20.9834575653076	105.78564453125
Căn hộ chung cư tại B.I.G Tower	0.7640864261144374	3.4	3	2	2	21.031179428100582	105.77904510498048
Căn hộ chung cư tại Gemek Premium	-0.07489811372169582	2.5	2	2	-1	21.00298118591309	105.7320556640625
Căn hộ chung cư tại Làng Việt Kiều Châu Âu Euroland	0.023805949788437503	3.0	2	1	2	20.9834575653076	105.78564453125
Căn hộ chung cư tại The Link 345-CT1	1.109550648399904	5.1	3	2	2	21.0822925567627	105.79182434082
Căn hộ chung cư tại Masteri West Heights	-0.543742415394829	2.55	1	1	1	21.00620651245117	105.73707580566406
Nhà riêng tại đường Nguyễn Hoàng	0.2705661085637708	22.5	9	9	2	21.0312752	105.7744451
Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân	0.39394618795143743	5.27	2	2	2	21.0046138763428	105.804077148438
Căn hộ chung cư tại Tecco Garden	1.6277469818281038	3.57	4	3	2	20.94645881652832	105.85578155517578
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.12425014547676247	2.15	2	2	-1	21.00241470336914	105.964111328125
Nhà riêng tại đường Nguyễn Văn Cừ	-0.8151785900476957	5.5	3	5	2	21.0438304	105.8723803
Căn hộ chung cư tại Hinode City	0.14718602917610416	4.5	2	2	2	20.995994567871094	105.86126708984376
Căn hộ chung cư tại C3 Tower - Golden Palace	1.405662838930304	6.0	3	2	2	21.004456	105.80253
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	1.8251551088483706	15.0	3	2	2	21.0332698822021	105.816703796387
Nhà riêng tại phường Vạn Phúc	-0.5684184312723625	12.5	6	5	2	20.9801927994884	105.77179563402
Căn hộ chung cư tại Eurowindow River Park	0.7147343943593707	3.09	3	2	0	21.0823497772217	105.871757507324
Căn hộ chung cư tại Nhà ở xã hội @Home	-0.2229542089868958	2.2	2	2	-1	20.97993278503418	105.86463165283205
Nhà riêng tại đường Trần Duy Hưng	-0.4697143677622291	6.2	6	4	2	21.0107492	105.799529
Nhà riêng tại đường 32	-0.9632346853128957	2.95	3	4	2	21.043778	105.7553044
Căn hộ chung cư tại Lucky House Kiến Hưng	-0.2969822566194958	1.45	2	1	2	20.95020294189453	105.79106903076172
Nhà riêng tại đường Phùng Khoang	1.997887219991104	18.8	30	31	2	20.9881778	105.7931517
Căn hộ chung cư tại HPC Landmark 105	1.1589026801549707	5.78	3	2	2	20.9736671447754	105.758712768555
Nhà riêng tại đường Khương Đình	-0.765826558292629	4.3	3	4	2	20.9911336	105.8132797
Shophouse, nhà phố thương mại tại Khu đô thị mới Phú Lương	0.5173262673391041	13.0	6	6	2	20.951971	105.78247
Nhà riêng tại đường Thạch Bàn	-0.8398546059252291	2.8	3	4	2	21.0250451	105.9078847
Căn hộ chung cư tại Sunshine Riverside	0.5173262673391041	5.08	3	2	2	21.078651428222656	105.8026123046875
Căn hộ chung cư tại Mỹ Đình Plaza	-0.3463342883745624	2.2	2	1	1	21.030839920043945	105.77579498291016
Nhà riêng tại đường Văn Cao	0.7147343943593707	14.8	6	6	2	21.0402033	105.8160685
Căn hộ chung cư tại Kiến Hưng Luxury	0.023805949788437503	1.62	2	2	2	20.95280647277832	105.78500366210938
Nhà riêng tại đường Lê Trọng Tấn	-0.24763022486442912	11.5	3	3	2	21.0002924	105.8280106
Nhà mặt phố tại phố Vũ Tông Phan	-0.5930944471498958	12.99	5	6	2	20.9980038	105.8172118
Nhà riêng tại đường Tân Mai	-0.765826558292629	3.5	3	4	2	20.9837408	105.8500372
Nhà riêng tại đường Minh Khai	-0.6671224947824957	3.85	4	4	-1	20.9950928	105.8567517
Nhà riêng tại phường Ngọc Thụy	-0.7164745265375624	4.8	3	4	2	21.0590369255725	105.868185428359
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	1.6030709659505706	5.8	3	2	-1	21.006311416625977	105.80747985839844
Nhà riêng tại phố Phố Vọng	0.2705661085637708	21.5	5	5	2	20.9965735	105.8427701
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.2229542089868958	1.65	2	1	2	21.00241470336914	105.964111328125
Căn hộ chung cư tại Vinhomes Gardenia	0.2705661085637708	3.8	2	2	-1	21.0365676879883	105.760482788086
Nhà riêng tại đường Cương Ngô	-0.5684184312723625	3.25	4	4	2	20.9477082	105.8511401
Nhà riêng tại phường Dịch Vọng	-0.7164745265375624	5.0	7	5	2	21.036071320445	105.79414572387
Căn hộ chung cư tại The Park Home	2.0965912835012372	9.4	4	3	2	21.0295677185059	105.791877746582
Nhà riêng tại đường Phương Canh	-0.8398546059252291	3.0	3	4	-1	21.0508372	105.7411184
Nhà riêng tại đường Hoàng Văn Thái	-0.6424464789049624	6.5	4	3	2	20.9965037	105.8261259
Nhà riêng tại đường Trương Định	-0.4697143677622291	7.5	4	5	2	20.9876115	105.8469401
Căn hộ chung cư tại Tecco Garden	1.775803077093304	3.6	4	3	2	20.9464588165283	105.855781555176
Nhà riêng tại phường Bồ Đề	-0.765826558292629	3.85	4	3	2	21.0381096628588	105.872891462379
Nhà riêng tại phố Hào Nam	-0.7164745265375624	6.8	4	3	2	21.0255158	105.8275913
Nhà riêng tại đường Nam Đuống	-0.4697143677622291	7.0	6	5	-1	21.0655013	105.8883137
Nhà mặt phố tại đường Phú Diễn	0.7640864261144374	15.0	4	4	2	21.0452512	105.7624855
Căn hộ chung cư tại Iris Garden	0.8381144737470374	4.15	3	2	1	21.03158569335937	105.7604522705078
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	0.7640864261144374	5.1	3	2	-1	21.006311	105.80748
Nhà riêng tại đường Nam Đồng	-0.42036233600716244	8.9	4	3	2	21.013398	105.8331648
Căn hộ chung cư tại Chung cư 30 Phạm Văn Đồng	0.023805949788437503	2.95	2	2	2	21.04385757446289	105.78136444091795
Nhà riêng tại đường Thụy Khuê	-0.8398546059252291	6.6	5	4	2	21.0427171	105.8241613
Căn hộ chung cư tại Mandarin Garden	4.86030506178497	18.62	4	3	2	21.004484176635746	105.7986297607422
Nhà riêng tại đường Hữu Hưng	-0.9632346853128957	3.15	3	4	2	20.9956437	105.7456731
Nhà riêng tại đường Yên Vĩnh	-0.913882653557829	2.38	3	4	-1	21.051962	105.7094462
Căn hộ chung cư tại Mipec Rubik 360	1.0108465848897707	6.4	3	2	1	21.0371532440186	105.786338806152
Căn hộ chung cư tại N03-T2 Ngoại Giao Đoàn	0.4432982197065041	4.6	2	2	2	21.065017700195312	105.79893493652344
Nhà riêng tại đường Định Công Thượng	-0.765826558292629	3.4	3	3	2	20.982789	105.8210655
Nhà riêng tại đường Quốc lộ 6	-0.8645306218027624	1.28	3	3	2	20.9483561	105.7463841
Nhà riêng tại đường Kim Giang	0.023805949788437503	6.4	4	3	2	20.9791213	105.8210801
Nhà riêng tại đường Võ Chí Công	-0.8645306218027624	4.7	3	4	2	21.0597044	105.8045357
Nhà riêng tại phố Doãn Kế Thiện	0.023805949788437503	20.7	8	8	2	21.04087	105.779158
Căn hộ chung cư tại Hồng Hà Eco City	0.023805949788437503	1.7	2	1	2	20.9439792633057	105.855438232422
Nhà riêng tại đường An Hòa	-0.5930944471498958	6.85	4	5	2	20.9838075	105.7898185
Nhà riêng tại đường Hoàng Liệt	-0.6177704630274291	5.68	4	4	2	20.9663813	105.8377281
Căn hộ chung cư tại Vinhomes Skylake	0.023805949788437503	4.4	2	2	2	21.0201683044434	105.780754089355
Nhà riêng tại đường Vĩnh Hưng	-1.061938748823029	1.75	2	2	2	20.9891728	105.8779296
Nhà riêng tại phố Xã Đàn	-0.42036233600716244	8.8	4	4	2	21.0065203	105.8358167
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.8892066376802957	0.95	1	1	2	21.0024147033691	105.964111328125
Nhà mặt phố tại đường Nguyễn Du	0.023805949788437503	20.0	5	5	2	21.0194815	105.8456651
Căn hộ chung cư tại Khu đô thị mới Dương Nội	1.183578696032504	2.95	3	2	2	20.9810199737549	105.754898071289
Nhà riêng tại đường Lý Nam Đế	-0.7411505424150957	7.1	2	3	2	21.0318859	105.8443155
Nhà riêng tại đường Nguyễn Sơn	-0.2229542089868958	12.0	4	5	-1	21.0456361	105.8807065
Nhà riêng tại phố Bà Triệu	-0.8892066376802957	3.3	3	4	2	20.9701474	105.780309
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	1.5043669024404374	13.9	3	2	2	21.0332698822021	105.816703796387
Căn hộ chung cư tại Imperia Smart City	0.3199181403188375	3.9	3	2	1	20.9992771148682	105.73811340332
Nhà riêng tại phố Liễu Giai	0.4432982197065041	9.5	4	3	2	21.0339173	105.8133757
Nhà riêng tại đường Giải Phóng	0.6407063467267707	23.0	25	25	2	20.9982016	105.8414108
Nhà mặt phố tại đường Thịnh Liệt	-1.0866147647005624	4.25	4	3	-1	20.9710885	105.8444419
Căn hộ chung cư tại Bình Minh Garden	0.023805949788437503	2.5	2	2	-1	21.0690975189209	105.8880386352539
Nhà riêng tại phố Vân Hồ 3	-0.7905025741701623	3.0	4	3	2	21.0095052	105.846229
Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp	0.22121407680870414	2.25	3	2	2	20.9562702178955	105.84504699707
Nhà riêng tại đường Láng	-0.7164745265375624	4.7	4	4	2	21.0216524	105.8009999
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	1.8745071406034373	6.3	3	2	2	21.07213592529297	105.81099700927734
Căn hộ chung cư tại đường Giải Phóng	0.5173262673391041	1.98	3	2	2	20.9754287	105.8409325
Nhà riêng tại đường Kim Ngưu	-0.2229542089868958	9.75	12	12	2	20.9975127	105.8618274
Căn hộ chung cư tại Goldsilk Complex	1.4550148706853707	4.15	3	3	2	20.978439331054688	105.77264404296876
Nhà biệt thự, liền kề tại phố Ngọc Khánh	0.5173262673391041	17.5	4	4	-1	21.028985	105.8128318
Căn hộ chung cư tại Imperia Sky Garden	0.7640864261144374	5.0	3	2	-1	20.9984378814697	105.866737365723
Căn hộ chung cư tại phố Bạch Mai	-0.3956863201296291	0.7	2	1	2	20.9979326	105.8503243
Nhà riêng tại phường Thạch Bàn	-0.9632346853128957	3.6	3	4	2	21.0210843167127	105.91777772435
Căn hộ chung cư tại Imperia Smart City	-0.9385586694353624	1.35	1	1	2	20.9992771148682	105.73811340332
Căn hộ chung cư tại Chung cư 187 Tây Sơn	-0.09957412959922915	3.1	2	1	2	21.0133361816406	105.827651977539
Nhà riêng tại đường Minh Khai	-0.9632346853128957	3.65	4	3	2	20.9961581	105.8618348
Nhà riêng tại phố Láng Hạ	-0.9385586694353624	4.55	4	4	2	21.0153717	105.8128851
Căn hộ chung cư tại Chung cư Sails Tower	-0.19827819310936246	1.6	2	1	2	20.959997177124	105.798553466797
Nhà riêng tại đường Xuân La	-0.8398546059252291	3.85	3	2	2	21.0644876	105.8061035
Căn hộ chung cư tại Roman Plaza	0.8381144737470374	5.2	3	3	2	20.98434066772461	105.7768096923828
Căn hộ chung cư tại Mon City	0.4186222038289708	3.99	3	2	2	21.035120010375977	105.7674331665039
Nhà riêng tại đường Dương Văn Bé	-0.44503835188469576	5.0	4	4	-1	20.9958929	105.8739969
Nhà riêng tại phố Phạm Tuấn Tài	-0.3463342883745624	12.8	4	4	2	21.043684	105.7863369
Nhà riêng tại đường Hoàng Đạo Thành	-0.5684184312723625	8.7	4	4	2	20.9830759	105.8126459
Căn hộ chung cư tại Handi Resco Lê Văn Lương	0.7640864261144374	5.3	3	2	2	21.003468	105.802444
Căn hộ chung cư tại FLC Star Tower	0.9121425213796374	3.2	3	2	2	20.962554931640625	105.76525115966795
Nhà riêng tại đường Thụy Khuê	-0.8151785900476957	4.45	3	4	2	21.0458089	105.8132996
Nhà riêng tại phường Ngọc Lâm	0.3199181403188375	12.5	6	5	-1	21.046162477343	105.871702740175
Nhà riêng tại phường Thổ Quan	-0.6424464789049624	4.2	3	4	2	21.0182029291583	105.833348039479
Nhà mặt phố tại đường Hoàng Ngân	-0.6671224947824957	18.3	4	4	2	21.008482	105.8015301
Căn hộ chung cư tại xã Tứ Hiệp	1.3809868230527707	2.93	3	2	2	20.9514250814322	105.850626853073
Căn hộ chung cư tại Mipec Rubik 360	0.6407063467267707	6.0	3	2	2	21.037153244018555	105.78633880615234
Nhà mặt phố tại đường Nguyễn Viết Xuân	0.7640864261144374	13.0	3	2	1	20.9704266	105.7696953
Nhà riêng tại đường Kim Giang	-0.765826558292629	3.85	4	4	2	20.9791213	105.8210801
Nhà riêng tại đường Lê Đức Thọ	-0.42036233600716244	7.5	4	3	2	21.0236716	105.7670309
Căn hộ chung cư tại Le Grand Jardin Sài Đồng	0.887466505502104	4.5	3	2	1	21.0359783172607	105.906295776367
Nhà riêng tại đường Y	0.17186204505363747	12.5	4	4	2	21.0052056	105.9359396
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	-0.24763022486442912	2.28	2	1	2	21.0083656311035	105.802909851074
Căn hộ chung cư tại Tháp doanh nhân Tower	-0.4697143677622291	1.2	2	2	-1	20.97531509399414	105.78067779541016
Nhà riêng tại đường Nguyễn Văn Huyên	0.14718602917610416	11.5	40	15	2	21.0381013	105.797596
Nhà biệt thự, liền kề tại Gamuda Gardens	1.405662838930304	18.7	4	4	1	20.97028350830078	105.87171173095705
Nhà riêng tại đường Ngô Quyền	-0.8398546059252291	4.5	4	5	2	20.9715796	105.7683417
Căn hộ chung cư tại Vinhomes Gardenia	0.24589009268623746	4.0	2	2	2	21.03656768798828	105.76048278808594
Căn hộ chung cư tại Hoàng Thành Tower	0.961494553134704	13.0	2	2	2	21.0123062133789	105.845176696777
Căn hộ chung cư tại The Pride	0.8381144737470374	2.87	3	3	2	20.976024627685547	105.7615966796875
Nhà biệt thự, liền kề tại đường Cổ Linh	0.2705661085637708	11.5	4	4	2	21.0280879	105.8926223
Căn hộ chung cư tại Masteri West Heights	0.2705661085637708	4.4	3	2	2	21.00620651245117	105.73707580566406
Căn hộ chung cư tại Ecohome Phúc Lợi	0.22121407680870414	2.25	3	2	2	21.0423583984375	105.92729949951172
Nhà riêng tại Khu đô thị Văn La - Văn Khê	-0.6917985106600291	3.8	4	4	2	20.96544647216797	105.76873779296876
Nhà riêng tại phố Trung Kính	0.2705661085637708	14.7	16	17	2	21.0118971	105.8012873
Căn hộ chung cư tại BRG Diamond Residence	1.8498311247259038	8.5	3	2	1	21.0052261352539	105.805061340332
Loại bất động sản khác tại Roman Plaza	5.107065220560304	9.94	2	2	2	20.9843406677246	105.776809692383
Căn hộ chung cư tại The Zenpark	-0.5930944471498958	1.75	1	1	2	21.0017414093018	105.94214630127
Nhà riêng tại đường Nguyễn Xuân Khoát	-0.025546081966629157	7.3	4	4	2	21.0752334644906	105.789553779048
Nhà riêng tại đường Tô Ngọc Vân	-0.14892616135429582	10.0	4	4	2	21.068793	105.8242369
Căn hộ chung cư tại Golden Field Mỹ Đình	0.12251001329857082	3.4	2	2	2	21.03510475158692	105.76554107666016
Nhà riêng tại đường Thạch Bàn	-0.2229542089868958	5.5	6	5	2	21.0250451	105.9078847
Nhà riêng tại đường Phan Đình Giót	0.22121407680870414	12.6	23	23	2	20.9909876	105.8389195
Nhà riêng tại đường Ngọc Thụy	-0.5930944471498958	4.15	4	3	2	21.0497426	105.8667669
Căn hộ chung cư tại Vinhomes Gardenia	0.3445941561963708	3.9	2	2	2	21.03656768798828	105.76048278808594
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.5930944471498958	1.75	1	1	2	21.00241470336914	105.964111328125
Nhà riêng tại đường Ngô Thì Nhậm	-0.5930944471498958	7.0	5	4	2	20.9687939	105.7691422
Căn hộ chung cư tại Ha Do Park View	1.5043669024404374	6.6	3	2	2	21.02741050720215	105.79351043701172
Căn hộ chung cư tại HH2 - Bắc Hà	0.8381144737470374	3.0	2	2	2	20.9975166320801	105.795166015625
Căn hộ chung cư tại Khu đô thị Mỹ Đình II	1.257606743665104	3.6	3	2	-1	21.03158569335937	105.76820373535156
Nhà biệt thự, liền kề tại Khu đô thị Kiến Hưng	-0.4697143677622291	7.5	6	7	2	20.95215034484864	105.78538513183594
Căn hộ chung cư tại FLC Landmark Tower	2.219971362888904	3.9	3	2	2	21.0340766906738	105.770355224609
Căn hộ chung cư tại Khu đô thị mới Dịch Vọng	0.4186222038289708	3.85	2	2	2	21.029237747192383	105.79385375976562
Nhà mặt phố tại đường Phan Đình Giót	-0.4697143677622291	6.6	4	3	-1	20.9671105	105.7647705
Nhà riêng tại đường Xuân Đỉnh	-0.765826558292629	4.75	3	4	-1	21.0713761	105.7943322
Nhà riêng tại đường Trần Phú	-0.8645306218027624	3.7	4	3	2	20.9747143	105.7854713
Căn hộ chung cư tại The Tonkin - Vinhomes Smart City	-0.9632346853128957	1.5	1	1	2	21.005226135253903	105.7389144897461
Căn hộ chung cư tại HH2 - Bắc Hà	0.887466505502104	3.1	2	2	2	20.99751663208008	105.795166015625
Nhà riêng tại đường Yên Nghĩa	-0.9632346853128957	2.38	3	4	2	20.9477794398654	105.732316508555
Căn hộ chung cư tại The Sparks	0.4186222038289708	2.25	2	2	2	20.9798679351807	105.743919372559
Căn hộ chung cư tại Khu đô thị mới Linh Đàm	-0.3216582724970291	1.8	2	1	2	20.97145652770996	105.8281707763672
Nhà riêng tại đường Ngọc Thụy	-0.9632346853128957	2.8	3	3	2	21.0497426	105.8667669
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	0.5173262673391041	12.0	5	8	2	20.9582824707031	105.767196655273
Nhà riêng tại đường Xuân La	-0.5930944471498958	4.0	4	5	2	21.0644876	105.8061035
Căn hộ chung cư tại Hanhomes Blue Star	-0.2229542089868958	1.65	2	1	2	21.0102882385254	105.940124511719
Nhà riêng tại đường Đào Tấn	-0.4697143677622291	12.0	5	5	2	21.0325448	105.8089097
Căn hộ chung cư tại Vinhomes Smart City	-0.3463342883745624	2.7	2	2	-1	21.0088520050049	105.743919372559
Căn hộ chung cư tại Chung cư XpHomes Tân Tây Đô	-0.12425014547676247	1.8	2	2	2	21.07446479797364	105.70079803466795
Nhà riêng tại đường Nguyễn Khánh Toàn	-0.3710103042520958	14.18	5	6	2	21.0369848	105.8017048
Căn hộ chung cư tại Khu nhà ở 90 Nguyễn Tuân	0.6653823626043041	4.5	3	2	2	20.99629783630371	105.80563354492188
Căn hộ chung cư tại Vinhomes Smart City	-0.12425014547676247	2.8	2	2	2	21.008852005004883	105.7439193725586
Nhà riêng tại đường Xuân Đỉnh	-0.913882653557829	4.54	3	4	2	21.0713761	105.7943322
Nhà riêng tại đường Xuân Thủy	-0.09957412959922915	12.8	11	11	2	21.0364968	105.7856248
Nhà riêng tại đường Tân Xuân	-0.17360217723182914	6.35	3	2	2	21.0810711	105.7884566
Nhà riêng tại phố Giảng Võ	-0.8892066376802957	6.5	3	4	2	21.0266994	105.8240353
Căn hộ chung cư tại Sky Central	0.7394104102369041	4.9	3	2	2	20.9827823638916	105.83438110351562
