Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon	Quận	Thành phố
Nhà riêng tại phố Phương Mai	45	7.5	4	4	2	21.0012748	105.8393044	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại phố Hoàng Cầu	44	13.0	4	3	2	21.0164891	105.8227091	Đống Đa	Hà Nội
Nhà riêng tại Khu đô thị Văn Khê	50	9.6	4	4	2	20.972412109375	105.76152801513672	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Elegant Park Villa Thạch Bàn	136	22.5	5	3	2	21.0247783660889	105.901344299316	Long Biên	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	46	14.2	4	3	2	21.0432126	105.8026243	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Quang Diệu	55	16.2	5	4	2	21.0156019	105.8245088	Đống Đa	Hà Nội
Nhà mặt phố tại đường Minh Khai	63	11.8	6	3	2	21.0030908	105.8697939	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Louis City	96	16.2	4	4	1	20.99807548522949	105.75171661376952	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại đường 800A	80	16.9	5	6	-1	21.041516	105.8008138	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tăng Bạt Hổ	122	20.6	5	3	2	21.0158263	105.8587042	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Dolphin Plaza	198	7.4	3	2	2	21.0300445556641	105.776626586914	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Xuân Thủy	65	10.0	6	6	2	21.0364968	105.7856248	Cầu Giấy	Hà Nội
Nhà riêng tại đường Kim Đồng	60	14.5	4	3	2	20.983614	105.8433353	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	50	7.3	4	5	2	20.958282470703125	105.76719665527344	Hà Đông	Hà Nội
Căn hộ chung cư tại N03-T3&T4 Ngoại Giao Đoàn	142	7.5	3	2	2	21.064430236816406	105.79842376708984	Bắc Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại đường Hoàng Quốc Việt	76	22.8	4	4	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà riêng tại đường Phạm Ngọc Thạch	80	15.2	4	4	-1	21.0089749	105.8345134	Đống Đa	Hà Nội
Nhà riêng tại phố Chùa Bộc	55	9.9	5	5	2	21.007568	105.8288611	Đống Đa	Hà Nội
Nhà riêng tại đường Láng	70	7.9	4	4	2	21.0060417	105.8165628	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Vĩnh Hoàng	113	23.2	4	4	2	20.984697341918945	105.86615753173828	Hoàng Mai	Hà Nội
Nhà riêng tại phố Xã Đàn	100	15.9	3	3	2	21.0065203	105.8358167	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại đường 32	75	8.85	5	3	2	21.0623667	105.7209301	Hoài Đức	Hà Nội
Căn hộ chung cư tại Hinode City	95	7.0	3	2	2	20.995994567871094	105.86126708984376	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Ngọc Thụy	50	7.9	4	4	2	21.0497426	105.8667669	Long Biên	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	139	16.0	4	3	2	21.02016830444336	105.78075408935548	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Chung cư B4 - B14 Kim Liên	155	7.85	4	2	2	21.0101585388184	105.836334228516	Đống Đa	Hà Nội
Nhà riêng tại đường Mậu Lương	50	7.0	3	2	2	20.9584268	105.7945406	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Thăng Long	95	12.5	3	4	-1	20.9987506866455	105.717788696289	Hoài Đức	Hà Nội
Nhà riêng tại đường Ngọc Hồi	60	7.8	4	3	-1	20.9585835	105.8426447	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	68	8.0	5	5	2	20.97396278381348	105.78907012939452	Hà Đông	Hà Nội
Nhà riêng tại phố Thái Hà	65	13.9	5	5	2	21.012597	105.8201087	Đống Đa	Hà Nội
Nhà riêng tại đường Lê Hữu Tựu	370	12.0	2	1	-1	21.1774371	105.8339184	Đông Anh	Hà Nội
Nhà riêng tại phố Lò Đúc	57	11.9	2	4	2	21.018134	105.855273	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	98	12.5	3	3	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Mễ Trì Thượng	106	17.5	6	5	2	21.0055274963379	105.77912902832	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Sài Đồng	68	9.5	4	4	-1	21.0348453	105.9127108	Long Biên	Hà Nội
Nhà mặt phố tại đường Tô Hiệu	33	8.65	3	3	2	20.9663569	105.7769556	Hà Đông	Hà Nội
Căn hộ chung cư tại The Park Home	125	8.8	3	2	2	21.0295677185059	105.791877746582	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Trãi	60	9.8	6	4	2	20.9876154	105.8004034	Thanh Xuân	Hà Nội
Nhà riêng tại đường Nguyễn Quý Đức	45	7.5	4	4	2	20.9921478	105.7994222	Thanh Xuân	Hà Nội
Căn hộ chung cư tại AZ Lâm Viên Complex	255	12.49	3	3	2	21.040990829467773	105.79005432128906	Cầu Giấy	Hà Nội
Nhà riêng tại đường Khương Trung	80	9.8	3	3	2	20.9955651	105.8175922	Thanh Xuân	Hà Nội
Nhà riêng tại phố Hoàng Cầu	55	10.5	4	6	-1	21.0164891	105.8227091	Đống Đa	Hà Nội
Nhà riêng tại đường Tu Hoàng	80	9.9	6	5	2	21.0532128	105.731183	Nam Từ Liêm	Hà Nội
Nhà riêng tại Khu đô thị mới Định Công	58	9.5	1	1	2	20.9855632781982	105.832580566406	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Định Công	60	10.5	3	3	2	20.9829788	105.8349562	Hoàng Mai	Hà Nội
Nhà riêng tại đường Phạm Hùng	59	9.9	2	3	2	21.0204814	105.7801706	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Đa Sỹ	65	7.1	2	2	2	20.9592584	105.7857359	Hà Đông	Hà Nội
Nhà riêng tại Khu đô thị mới Linh Đàm	86	9.4	4	3	2	20.97145652770996	105.8281707763672	Hoàng Mai	Hà Nội
Nhà riêng tại đường Tôn Thất Tùng	43	10.0	5	5	2	21.0024531	105.8297751	Đống Đa	Hà Nội
Nhà riêng tại đường Xuân La	75	16.5	5	6	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Căn hộ chung cư tại Mipec Rubik 360	110	7.1	3	2	2	21.0371532440186	105.786338806152	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Lý Nam Đế	47	20.5	4	4	2	21.035104	105.8449916	Hoàn Kiếm	Hà Nội
Căn hộ chung cư tại Hapulico Complex	250	11.0	4	3	2	21.000488	105.80716	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Golden Park Tower	95	9.4	3	2	2	21.026817321777344	105.78766632080078	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Vạn Phúc	75	21.0	2	2	2	20.9751401	105.7865737	Hà Đông	Hà Nội
Căn hộ chung cư tại King Palace	125	7.35	3	2	-1	21.0002918243408	105.816009521484	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Đàm Quang Trung	68	9.99	4	4	2	21.0271752623477	105.896430996265	Long Biên	Hà Nội
Nhà riêng tại đường Định Công	96	12.8	2	2	2	20.9829788	105.8349562	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Tô Hiệu	55	12.6	4	5	-1	20.9681454	105.7792863	Hà Đông	Hà Nội
Nhà mặt phố tại phố Bạch Mai	50	15.8	3	3	2	20.998032	105.8503425	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Trung Hòa - Nhân Chính	70	20.0	8	6	-1	21.00836563110352	105.80290985107422	Cầu Giấy	Hà Nội
Nhà riêng tại đường Xuân La	78	16.3	6	5	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	120	14.0	3	2	2	21.03326988220215	105.81670379638672	Ba Đình	Hà Nội
Nhà riêng tại đường Nam Dư	109	9.4	4	4	2	20.9822997	105.8866913	Hoàng Mai	Hà Nội
Nhà riêng tại đường Triều Khúc	50	9.55	5	4	-1	20.9801219	105.802612	Thanh Trì	Hà Nội
Nhà riêng tại đường Nguyễn Chính	58	8.8	5	4	2	20.9813343	105.8476841	Hoàng Mai	Hà Nội
Nhà mặt phố tại phố Việt Hưng	50	10.4	4	5	2	21.0526129	105.8988115	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Five Star Mỹ Đình	56	11.0	6	5	2	21.01862907409668	105.77559661865234	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	75	13.0	5	5	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà riêng tại đường Láng	68	7.85	4	4	2	21.0044016	105.8180849	Đống Đa	Hà Nội
Nhà riêng tại đường Ngọc Lâm	60	12.9	4	5	2	21.0468238	105.8717343	Long Biên	Hà Nội
Nhà mặt phố tại đường Tây Sơn	62	18.8	4	5	2	21.0097185	105.8246999	Đống Đa	Hà Nội
Nhà riêng tại đường Hồ Văn Chương	58	14.0	4	5	2	21.0215544	105.8336166	Đống Đa	Hà Nội
Nhà mặt phố tại phố Nghĩa Tân	46	23.5	5	5	2	21.0450408	105.7921796	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Hưng Đạo	45	12.0	3	4	2	21.0225734	105.8468596	Hoàn Kiếm	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	110	20.0	6	5	2	21.0002924	105.8280106	Thanh Xuân	Hà Nội
Nhà riêng tại đường Yên Lãng	52	7.95	4	4	2	21.0113	105.8165027	Đống Đa	Hà Nội
Nhà riêng tại đường Đội Cấn	101	20.0	5	6	2	21.0378789	105.8109498	Ba Đình	Hà Nội
Nhà mặt phố tại đường Trích Sài	60	22.0	2	1	2	21.0494678	105.8132657	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại xã Nam Hồng	234	14.0	4	3	2	21.1627979445443	105.786880655415	Đông Anh	Hà Nội
Nhà riêng tại đường Xuân La	52	7.0	5	4	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại Five Star Mỹ Đình	86	22.0	5	6	2	21.01862907409668	105.77559661865234	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phố Tôn Đức Thắng	30	7.8	4	4	2	21.0267424	105.8338142	Đống Đa	Hà Nội
Nhà riêng tại đường Cầu Diễn	58	9.8	4	4	2	21.0418962	105.7610711	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Sun Grand City Ancora Residence	126	10.0	3	2	2	21.011675	105.86268	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Xuân La	50	10.5	5	6	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Nhà riêng tại đường Phúc Lợi	90	13.5	6	6	2	21.0387726	105.9346688	Long Biên	Hà Nội
Nhà riêng tại đường Phú Thượng	45	8.5	4	6	2	21.0838905	105.8084823	Tây Hồ	Hà Nội
Nhà riêng tại phố Láng Hạ	94	15.0	4	2	2	21.0153717	105.8128851	Đống Đa	Hà Nội
Nhà riêng tại đường Võng Thị	55	14.0	5	4	2	21.0514559	105.8109757	Tây Hồ	Hà Nội
Nhà riêng tại phố Vân Hồ 3	43	14.8	4	4	2	21.0095052	105.846229	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Mandarin Garden	172	10.84	3	2	2	21.004484176635746	105.7986297607422	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Tô Hiệu	80	15.0	5	5	2	20.9681454	105.7792863	Hà Đông	Hà Nội
Căn hộ chung cư tại Vinhomes Times City - Park Hill	143	9.0	4	3	2	20.9943332672119	105.867561340332	Hai Bà Trưng	Hà Nội
Nhà riêng tại phố Chùa Bộc	54	11.9	4	4	2	21.0083407	105.8153937	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Mỗ Lao	89	19.6	4	4	2	20.98268699645996	105.7816162109375	Hà Đông	Hà Nội
Nhà mặt phố tại đường Hoa Lâm	100	11.39	4	4	2	21.0566818	105.8957193	Long Biên	Hà Nội
Nhà riêng tại đường Ngô Thì Nhậm	45	7.2	4	4	2	20.9687939	105.7691422	Hà Đông	Hà Nội
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	127	7.0	3	2	2	21.006311	105.80748	Thanh Xuân	Hà Nội
Nhà riêng tại phố Ngụy Như Kon Tum	63	16.8	5	4	2	20.9991032	105.8009389	Thanh Xuân	Hà Nội
Nhà mặt phố tại phố Hào Nam	65	22.3	4	4	-1	21.022937	105.826812	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	90	11.9	5	5	2	20.958282470703125	105.76719665527344	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Văn Huyên	85	20.5	5	5	2	21.0381013	105.797596	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Lancaster Hà Nội	125	9.38	3	2	2	21.0288105010986	105.82356262207	Ba Đình	Hà Nội
Nhà biệt thự, liền kề tại Gamuda Gardens	95	15.5	6	6	2	20.97028350830078	105.87171173095705	Hoàng Mai	Hà Nội
Nhà riêng tại đường Vương Thừa Vũ	60	8.7	2	2	2	20.9978209	105.8219007	Thanh Xuân	Hà Nội
Nhà riêng tại đường Dương Văn Bé	54	11.5	4	5	2	20.9958929	105.8739969	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Nam An Khánh	279	16.9	5	3	-1	21.002010345458984	105.70750427246094	Hoài Đức	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Cầu Bươu	60	8.6	5	5	-1	20.961641311645508	105.80349731445312	Thanh Trì	Hà Nội
Nhà biệt thự, liền kề tại Solasta Mansion Dương Nội	170	23.0	6	6	1	20.97634506225586	105.7614974975586	Hà Đông	Hà Nội
Nhà riêng tại đường Kim Giang	75	11.11	6	6	2	20.9791213	105.8210801	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Dương Khuê	43	15.5	5	5	2	21.0353882	105.7730335	Cầu Giấy	Hà Nội
Nhà mặt phố tại phố Hương Viên	44	15.0	3	2	2	21.0116129	105.8566496	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Lê Quang Đạo	50	13.2	3	5	2	21.0176822	105.767135	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Thái Hà	60	10.5	4	4	2	21.0071949	105.8211188	Đống Đa	Hà Nội
Nhà mặt phố tại đường Yên Thế	54	13.0	5	5	2	21.0286009	105.8399364	Ba Đình	Hà Nội
Nhà riêng tại đường Cầu Giấy	55	20.0	3	4	2	21.0319529	105.7995321	Cầu Giấy	Hà Nội
Nhà riêng tại phường Phú Thượng	80	8.3	3	3	2	21.0805428101338	105.806761204068	Tây Hồ	Hà Nội
Nhà riêng tại đường Yên Hòa	39	7.38	4	5	2	21.023216	105.7948113	Cầu Giấy	Hà Nội
Nhà riêng tại đường Hồ Tùng Mậu	60	10.9	4	6	2	21.0379862	105.7737345	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Nghi Tàm	31	16.0	4	5	2	21.0559933	105.8361185	Tây Hồ	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	50	14.2	4	4	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tam Trinh	70	10.0	7	5	-1	20.9911024	105.8630615	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Chelsea Park	227	9.65	4	3	-1	21.01901626586914	105.79320526123048	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Khai Sơn City	168	9.2	3	3	1	21.0522689819336	105.8848114013672	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Xuân Phương Tasco	90	12.8	5	6	2	21.025352478027344	105.74130249023438	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Phan Đình Giót	110	14.5	4	3	2	20.9909876	105.8389195	Thanh Xuân	Hà Nội
Nhà riêng tại phố Nghĩa Tân	50	12.0	4	5	2	21.0450408	105.7921796	Cầu Giấy	Hà Nội
Nhà riêng tại phố Tạ Quang Bửu	68	10.99	4	4	2	21.0061863	105.8469898	Hai Bà Trưng	Hà Nội
Nhà riêng tại phố Xã Đàn	65	11.5	5	5	2	21.0168216	105.8318746	Đống Đa	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	65	11.5	3	3	-1	21.0002924	105.8280106	Thanh Xuân	Hà Nội
Nhà riêng tại đường Ngọc Thụy	81	8.8	6	6	2	21.0497426	105.8667669	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	90	13.9	4	5	2	20.958282470703125	105.76719665527344	Hà Đông	Hà Nội
Nhà riêng tại đường Xuân Thủy	180	14.0	2	1	-1	21.0364968	105.7856248	Cầu Giấy	Hà Nội
Nhà riêng tại đường Xuân Thủy	60	12.5	4	5	2	21.0364968	105.7856248	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Phúc La - Văn Phú	50	7.5	5	6	2	20.9817934347827	105.746279519069	Hà Đông	Hà Nội
Nhà riêng tại đường Lâm Hạ	87	23.0	5	6	-1	21.0396538	105.882468	Long Biên	Hà Nội
Nhà mặt phố tại phố Hòe Nhai	15	9.5	4	5	2	21.0423197	105.8479634	Ba Đình	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	60	16.5	4	4	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà riêng tại phố Thái Hà	50	8.8	5	5	2	21.0146557	105.8174227	Đống Đa	Hà Nội
Căn hộ chung cư tại MIPEC Towers	145	8.41	3	2	2	21.006322860717773	105.8231964111328	Đống Đa	Hà Nội
Nhà riêng tại phố Khương Thượng	51	12.0	4	4	-1	21.0041497	105.8249427	Đống Đa	Hà Nội
Nhà riêng tại phố Lệ Mật	62	7.8	4	6	2	21.0533486	105.9009639	Long Biên	Hà Nội
Nhà riêng tại đường Đê La Thành	60	11.3	4	4	2	21.0160666	105.8329563	Đống Đa	Hà Nội
Nhà riêng tại đường Yên Hòa	74	11.6	4	4	2	21.023216	105.7948113	Cầu Giấy	Hà Nội
Nhà riêng tại đường Trần Hưng Đạo	40	12.5	4	4	2	21.0234839	105.843729	Hoàn Kiếm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Linh Đàm	86	12.0	4	4	-1	20.97145652771	105.828170776367	Hoàng Mai	Hà Nội
Nhà riêng tại đường Phan Đình Giót	50	7.85	5	4	2	20.9671105	105.7647705	Hà Đông	Hà Nội
Nhà riêng tại đường Ngọc Lâm	60	13.0	4	5	2	21.0468238	105.8717343	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	90	11.5	5	4	2	20.9582824707031	105.767196655273	Hà Đông	Hà Nội
Nhà riêng tại đường Phúc Lợi	95	13.9	4	4	2	21.0387726	105.9346688	Long Biên	Hà Nội
Nhà riêng tại phường Nhật Tân	80	9.6	3	5	2	21.075383745725	105.81997535187	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại TSQ Galaxy	87	16.0	5	5	2	20.9845218658447	105.775535583496	Hà Đông	Hà Nội
Nhà riêng tại phố Ngụy Như Kon Tum	63	17.3	4	4	2	20.9991032	105.8009389	Thanh Xuân	Hà Nội
Nhà riêng tại đường Văn Khê	50	9.6	4	4	2	20.9748618	105.7626726	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Tòa nhà Intracom1 - Trung Văn	144	22.32	4	5	2	20.990697860717773	105.78777313232422	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	120	15.5	5	5	2	20.9792404174805	105.74178314209	Hà Đông	Hà Nội
Nhà riêng tại phố Hoàng Cầu	60	16.0	4	3	2	21.0164891	105.8227091	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Eurowindow Twin Parks	75	12.5	4	3	0	21.00783920288086	105.93767547607422	Gia Lâm	Hà Nội
Nhà mặt phố tại đường Nguyễn Trãi	57	16.8	4	3	2	20.9877606	105.8006384	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Vinhomes Skylake	178	13.0	3	2	2	21.0201683044434	105.780754089355	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Tức Mạc	84	24.0	4	3	2	21.0232851	105.8425724	Hoàn Kiếm	Hà Nội
Nhà riêng tại đường Hồng Hà	32	7.0	4	4	2	21.0443171	105.847208	Ba Đình	Hà Nội
Nhà riêng tại đường Ngọc Hồi	40	8.2	5	3	-1	20.9430069	105.8442494	Thanh Trì	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	146	15.3	3	2	2	21.0648994445801	105.827049255371	Tây Hồ	Hà Nội
Nhà mặt phố tại phố Bà Triệu	27	16.5	3	4	2	21.0219715	105.8508612	Hoàn Kiếm	Hà Nội
Nhà riêng tại đường Thanh Am	80	10.9	5	4	-1	21.07275	105.904783	Long Biên	Hà Nội
Nhà riêng tại phường Minh Khai	50	7.6	4	5	2	20.9961006307216	105.857413872149	Hai Bà Trưng	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Việt Hưng	120	22.2	6	6	2	21.06269073486328	105.90833282470705	Long Biên	Hà Nội
Nhà riêng tại đường Thanh Am	62	9.5	6	6	-1	21.0718162	105.9004328	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Định Công	60	10.9	5	4	-1	20.98556327819824	105.83258056640624	Hoàng Mai	Hà Nội
Nhà riêng tại phố Trần Đại Nghĩa	45	9.7	4	4	2	21.0055532	105.8459252	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Văn Khê	50	9.6	4	4	2	20.9748618	105.7626726	Hà Đông	Hà Nội
Nhà riêng tại đường Trần Quang Diệu	60	16.2	6	5	-1	21.0156019	105.8245088	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Gamuda Gardens	120	18.0	4	3	-1	20.9702835083008	105.871711730957	Hoàng Mai	Hà Nội
Nhà riêng tại đường Ái Mộ	40	8.0	3	4	-1	21.0404133	105.8735399	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại phố Sài Đồng	65	8.5	5	5	2	21.0348453	105.9127108	Long Biên	Hà Nội
Căn hộ chung cư tại King Palace	125	7.0	3	2	2	21.000292	105.81601	Thanh Xuân	Hà Nội
Căn hộ chung cư tại HDI Tower	95	11.69	2	2	2	21.010473	105.84926	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Ngô Quyền	50	12.7	5	6	2	20.9704742	105.7623455	Hà Đông	Hà Nội
Nhà mặt phố tại phố Trần Quốc Hoàn	50	17.0	5	5	-1	21.0416888	105.7864094	Cầu Giấy	Hà Nội
Nhà mặt phố tại Làng Việt Kiều Châu Âu Euroland	70	20.5	5	5	2	20.983457565307617	105.78564453125	Hà Đông	Hà Nội
Nhà riêng tại phố Kim Mã	45	7.55	4	4	2	21.031921	105.82514	Ba Đình	Hà Nội
Nhà riêng tại đường Nguyễn Khuyến	45	9.5	4	6	2	20.9750214	105.7894769	Hà Đông	Hà Nội
Nhà riêng tại đường Vũ Thạnh	69	16.6	6	6	2	21.0265402	105.8264479	Đống Đa	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Quang Minh	400	24.0	4	3	-1	21.1964130401611	105.782180786133	Mê Linh	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	83	11.9	5	5	2	20.972412109375	105.76152801513672	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Hateco Green City	180	23.0	5	4	2	21.0355548858643	105.749374389648	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Hoàng Quốc Việt	55	11.8	4	4	2	21.0462988	105.7992852	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lê Trọng Tấn	62	13.8	4	3	2	21.0002924	105.8280106	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Hạ Hồi	42	19.0	3	5	2	21.0213392	105.8473126	Hoàn Kiếm	Hà Nội
Nhà riêng tại đường Thạch Bàn	55	7.0	5	4	2	21.0217602915024	105.904022319019	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại đường Tam Trinh	72	11.55	5	5	2	20.9863393	105.8635604	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Đê Quai	130	16.0	5	4	2	21.0695076	105.8378366	Tây Hồ	Hà Nội
Nhà riêng tại phố Lò Đúc	39	10.0	4	4	2	21.018134	105.855273	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Kim Ngưu	47	10.9	5	5	2	21.0001263	105.8620263	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Xuân La	75	15.0	2	4	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Nhà riêng tại Khu đô thị Đại Kim	58	15.2	5	4	2	20.97244644165039	105.81983947753906	Hoàng Mai	Hà Nội
Căn hộ chung cư tại BRG Diamond Residence	161	11.4	4	3	2	21.0052261352539	105.805061340332	Thanh Xuân	Hà Nội
Shophouse, nhà phố thương mại tại Mipec City View	75	13.4	5	5	2	20.9525299072266	105.790313720703	Hà Đông	Hà Nội
Nhà riêng tại đường Nguyễn Khánh Toàn	50	8.5	4	4	2	21.0377412	105.8008204	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại đường Đầm Trấu	44	9.9	6	5	-1	21.0117314	105.8648165	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Xuân La	35	7.1	4	6	2	21.0644876	105.8061035	Tây Hồ	Hà Nội
Căn hộ chung cư tại Golden Park Tower	133	7.5	3	2	2	21.026817321777344	105.78766632080078	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Eurowindow River Park	144	19.0	5	4	2	21.08234977722168	105.87175750732422	Đông Anh	Hà Nội
Căn hộ chung cư tại N01-T1 Ngoại Giao Đoàn	228	16.0	4	3	2	21.0657501220703	105.798210144043	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Trịnh Công Sơn	52	10.6	6	4	2	21.0777116	105.817596	Tây Hồ	Hà Nội
Nhà riêng tại đường Dương Văn Bé	54	11.0	4	5	2	20.9958929	105.8739969	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Nguyễn Lam	50	7.85	4	5	2	21.0400963	105.9056104	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Xanh Villas	260	9.5	6	5	-1	20.99018287658692	105.4999542236328	Thạch Thất	Hà Nội
Căn hộ chung cư tại Ha Do Park View	145	7.5	3	2	-1	21.0274105072021	105.793510437012	Cầu Giấy	Hà Nội
Nhà riêng tại phường Ngọc Thụy	55	7.0	5	4	2	21.0590369255725	105.868185428359	Long Biên	Hà Nội
Nhà riêng tại đường Trường Chinh	40	10.15	3	4	2	21.0004465	105.8300073	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại The Diamond Point	135	24.0	6	4	2	21.0430374145508	105.90168762207	Long Biên	Hà Nội
Nhà mặt phố tại đường Kim Ngưu	42	14.5	4	6	2	21.0004065	105.8615783	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Trần Phú	33	8.3	3	3	2	20.9747143	105.7854713	Hà Đông	Hà Nội
Nhà riêng tại phường Trung Liệt	50	15.5	6	6	-1	21.0111408117441	105.822345529116	Đống Đa	Hà Nội
Nhà riêng tại đường Cầu Giấy	41	11.5	4	5	2	21.0347606	105.7945499	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Hinode Royal Park	100	8.8	4	6	-1	21.0561065673828	105.716331481934	Hoài Đức	Hà Nội
